order_received_at_local,provider_name,country,kitchen_id,brand,Total orders,# In Full noi,date
7.0,ubereats,MEX,20 ESMERALDA,Avocalia Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,52 MANACAR,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,The Breakfast Club,1.0,1.0,46300.0
7.0,ubereats,MEX,37 CANEK,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,25 TABACHINES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,23 SANTA CATARINA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,41 VOLCANES,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,52 MANACAR,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,31 MONTEJO,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,ubereats,MEX,15 LINDAVISTA,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,ubereats,MEX,17 CUMBRES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,16 PEDREGAL,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,11 AZCAPOTZALCO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,16 PEDREGAL,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,19 LA CALMA,Avocalia Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,12 DEL VALLE,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,rappi,MEX,17 CUMBRES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,10 SAN JERONIMO,The Wrap Company MX,1.0,1.0,46300.0
7.0,ubereats,MEX,15 LINDAVISTA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,06 SATELITE,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,02 SAN ANGEL,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,rappi,MEX,25 TABACHINES,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,22 SAN NICOLAS,Avocalia Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,34 TLAQUEPAQUE,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,41 VOLCANES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,10 SAN JERONIMO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,41 VOLCANES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,21 SANTA TERESITA,Avocalia Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,16 PEDREGAL,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,05 COAPA,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,06 SATELITE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,10 SAN JERONIMO,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,31 MONTEJO,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,ubereats,MEX,25 TABACHINES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,rappi,MEX,23 SANTA CATARINA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,15 LINDAVISTA,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,rappi,MEX,02 SAN ANGEL,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,06 SATELITE,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,03 POLANCO,The Wrap Company MX,1.0,1.0,46300.0
7.0,ubereats,MEX,22 SAN NICOLAS,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,31 MONTEJO,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,22 SAN NICOLAS,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,37 CANEK,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,06 SATELITE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,24 METEPEC,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,16 PEDREGAL,Chemaquiles,1.0,1.0,46300.0
7.0,rappi,MEX,37 CANEK,Foodhub,1.0,1.0,46300.0
7.0,ubereats,MEX,11 AZCAPOTZALCO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,10 SAN JERONIMO,Avocalia Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,22 SAN NICOLAS,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,19 LA CALMA,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,14 JARDINES,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,05 COAPA,Órale Chilaquiles,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,03 POLANCO,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,21 SANTA TERESITA,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,25 TABACHINES,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,didi,MEX,11 AZCAPOTZALCO,The Breakfast Club,1.0,1.0,46300.0
7.0,rappi,MEX,09 CHURUBUSCO,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,03 POLANCO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Freshlab,1.0,1.0,46300.0
7.0,ubereats,MEX,02 SAN ANGEL,The Breakfast Club,1.0,1.0,46300.0
7.0,ubereats,MEX,25 TABACHINES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,13 TEC,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,02 SAN ANGEL,The Breakfast Club,1.0,1.0,46300.0
7.0,ubereats,MEX,34 TLAQUEPAQUE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,20 ESMERALDA,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,37 CANEK,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,13 TEC,Brunch & Munch,1.0,0.0,46300.0
7.0,rappi,MEX,38 SALTILLO CENTRO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,22 SAN NICOLAS,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,11 AZCAPOTZALCO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,04 SANTA FE,Foodhub,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,ubereats,MEX,12 DEL VALLE,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,13 TEC,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,21 SANTA TERESITA,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,24 METEPEC,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,37 CANEK,Chemaquiles,1.0,1.0,46300.0
7.0,ubereats,MEX,11 AZCAPOTZALCO,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,14 JARDINES,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,20 ESMERALDA,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,06 SATELITE,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,rappi,MEX,10 SAN JERONIMO,Chemaquiles,1.0,1.0,46300.0
7.0,ubereats,MEX,22 SAN NICOLAS,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,30 LINCOLN,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,09 CHURUBUSCO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,06 SATELITE,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,15 LINDAVISTA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,The Breakfast Club,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,21 SANTA TERESITA,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,ubereats,MEX,25 TABACHINES,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,15 LINDAVISTA,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,22 SAN NICOLAS,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,40 JARDINES DEL VALL,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,01 DOCTORES,Freshlab,1.0,1.0,46300.0
7.0,ubereats,MEX,12 DEL VALLE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Avocalia Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,12 DEL VALLE,The Egg Spot,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,52 MANACAR,Avocalia Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,13 TEC,The Wrap Company MX,1.0,1.0,46300.0
7.0,didi,MEX,13 TEC,Órale Chilaquiles,1.0,1.0,46300.0
7.0,didi,MEX,13 TEC,The Breakfast Club,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,10 SAN JERONIMO,Brunch & Munch,1.0,0.0,46300.0
7.0,ubereats,MEX,37 CANEK,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,10 SAN JERONIMO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,The Breakfast Club,1.0,1.0,46300.0
7.0,ubereats,MEX,34 TLAQUEPAQUE,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,40 JARDINES DEL VALL,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,05 COAPA,Avocalia Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,06 SATELITE,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,rappi,MEX,17 CUMBRES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,15 LINDAVISTA,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,12 DEL VALLE,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,03 POLANCO,Avocalia Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,21 SANTA TERESITA,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,16 PEDREGAL,Chemaquiles,1.0,1.0,46300.0
7.0,ubereats,MEX,17 CUMBRES,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,38 SALTILLO CENTRO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,12 DEL VALLE,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,38 SALTILLO CENTRO,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,30 LINCOLN,Chemaquiles,1.0,1.0,46300.0
7.0,ubereats,MEX,20 ESMERALDA,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,13 TEC,Pozórale,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Avocalia Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,14 JARDINES,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,40 JARDINES DEL VALL,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,10 SAN JERONIMO,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,10 SAN JERONIMO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Eggy by Chef Eva,1.0,0.0,46300.0
7.0,ubereats,MEX,24 METEPEC,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,11 AZCAPOTZALCO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,14 JARDINES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,17 CUMBRES,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,ubereats,MEX,16 PEDREGAL,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,23 SANTA CATARINA,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,04 SANTA FE,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,19 LA CALMA,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,06 SATELITE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,05 COAPA,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,16 PEDREGAL,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,05 COAPA,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,25 TABACHINES,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,rappi,MEX,28 CARRETERA NACIONA,The Breakfast Club,1.0,1.0,46300.0
7.0,ubereats,MEX,14 JARDINES,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,02 SAN ANGEL,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Brunch & Munch,1.0,0.0,46300.0
7.0,ubereats,MEX,12 DEL VALLE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,41 VOLCANES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,24 METEPEC,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,21 SANTA TERESITA,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,41 VOLCANES,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,rappi,MEX,31 MONTEJO,Chemaquiles,1.0,1.0,46300.0
7.0,didi,MEX,30 LINCOLN,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,02 SAN ANGEL,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,03 POLANCO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,23 SANTA CATARINA,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,05 COAPA,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,21 SANTA TERESITA,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,21 SANTA TERESITA,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,11 AZCAPOTZALCO,Foodhub,1.0,1.0,46300.0
7.0,ubereats,MEX,34 TLAQUEPAQUE,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,31 MONTEJO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,05 COAPA,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,10 SAN JERONIMO,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,ubereats,MEX,37 CANEK,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,06 SATELITE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,16 PEDREGAL,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,20 ESMERALDA,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,ubereats,MEX,02 SAN ANGEL,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,rappi,MEX,10 SAN JERONIMO,The Egg Spot,1.0,1.0,46300.0
7.0,rappi,MEX,34 TLAQUEPAQUE,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,20 ESMERALDA,Órale Chilaquiles,1.0,1.0,46300.0
7.0,didi,MEX,09 CHURUBUSCO,The Egg Spot,1.0,1.0,46300.0
7.0,didi,MEX,41 VOLCANES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,21 SANTA TERESITA,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,ubereats,MEX,30 LINCOLN,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,19 LA CALMA,The Breakfast Club,1.0,1.0,46300.0
7.0,ubereats,MEX,06 SATELITE,Avocalia Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,38 SALTILLO CENTRO,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,ubereats,MEX,14 JARDINES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,52 MANACAR,Avocalia Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,34 TLAQUEPAQUE,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,03 POLANCO,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,03 POLANCO,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,02 SAN ANGEL,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,01 DOCTORES,The Egg Spot,1.0,1.0,46300.0
7.0,ubereats,MEX,30 LINCOLN,The Breakfast Club,1.0,1.0,46300.0
7.0,didi,MEX,03 POLANCO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,20 ESMERALDA,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,31 MONTEJO,The Wrap Company MX,1.0,0.0,46300.0
7.0,didi,MEX,31 MONTEJO,The Wrap Company MX,1.0,1.0,46300.0
7.0,rappi,MEX,06 SATELITE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,30 LINCOLN,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,31 MONTEJO,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,04 SANTA FE,Foodhub,1.0,1.0,46300.0
7.0,didi,MEX,34 TLAQUEPAQUE,Chemaquiles,1.0,1.0,46300.0
7.0,ubereats,MEX,28 CARRETERA NACIONA,Avocalia Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,21 SANTA TERESITA,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,rappi,MEX,06 SATELITE,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,37 CANEK,The Breakfast Club,1.0,1.0,46300.0
7.0,didi,MEX,37 CANEK,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,06 SATELITE,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,01 DOCTORES,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,ubereats,MEX,15 LINDAVISTA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,13 TEC,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,37 CANEK,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,13 TEC,Órale Desayunos,1.0,0.0,46300.0
7.0,rappi,MEX,40 JARDINES DEL VALL,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,25 TABACHINES,The Wrap Company MX,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,15 LINDAVISTA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Foodhub,1.0,1.0,46300.0
7.0,ubereats,MEX,40 JARDINES DEL VALL,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,rappi,MEX,01 DOCTORES,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,38 SALTILLO CENTRO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,02 SAN ANGEL,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,17 CUMBRES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,28 CARRETERA NACIONA,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,05 COAPA,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,09 CHURUBUSCO,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,30 LINCOLN,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,05 COAPA,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,05 COAPA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,13 TEC,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,03 POLANCO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,12 DEL VALLE,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,38 SALTILLO CENTRO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,10 SAN JERONIMO,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,rappi,MEX,13 TEC,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,28 CARRETERA NACIONA,Órale Chilaquiles,1.0,1.0,46300.0
7.0,didi,MEX,11 AZCAPOTZALCO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,37 CANEK,Brunch & Munch,1.0,1.0,46300.0
7.0,didi,MEX,13 TEC,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,09 CHURUBUSCO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,38 SALTILLO CENTRO,Órale Chilaquiles,1.0,1.0,46300.0
7.0,rappi,MEX,25 TABACHINES,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,20 ESMERALDA,The Egg Spot,1.0,1.0,46300.0
7.0,didi,MEX,12 DEL VALLE,The Wrap Company MX,1.0,1.0,46300.0
7.0,ubereats,MEX,04 SANTA FE,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,20 ESMERALDA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,02 SAN ANGEL,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,didi,MEX,11 AZCAPOTZALCO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,19 LA CALMA,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,40 JARDINES DEL VALL,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,rappi,MEX,10 SAN JERONIMO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,09 CHURUBUSCO,Desayunos de la Abuela,1.0,1.0,46300.0
7.0,ubereats,MEX,10 SAN JERONIMO,Órale Chilaquiles,1.0,1.0,46300.0
7.0,didi,MEX,13 TEC,Chemaquiles,1.0,1.0,46300.0
7.0,ubereats,MEX,30 LINCOLN,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,25 TABACHINES,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,14 JARDINES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,20 ESMERALDA,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,12 DEL VALLE,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Órale Desayunos,1.0,1.0,46300.0
7.0,rappi,MEX,03 POLANCO,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,16 PEDREGAL,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,30 LINCOLN,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,05 COAPA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,34 TLAQUEPAQUE,Avocalia Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,25 TABACHINES,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,ubereats,MEX,31 MONTEJO,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,03 POLANCO,Órale Desayunos,1.0,1.0,46300.0
7.0,didi,MEX,23 SANTA CATARINA,The Wrap Company MX,1.0,1.0,46300.0
7.0,ubereats,MEX,01 DOCTORES,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,14 JARDINES,Órale Desayunos,1.0,1.0,46300.0
7.0,ubereats,MEX,09 CHURUBUSCO,Brunch & Munch,1.0,1.0,46300.0
7.0,rappi,MEX,19 LA CALMA,Brunch & Munch,1.0,1.0,46300.0
7.0,ubereats,MEX,30 LINCOLN,Eggy by Chef Eva,1.0,1.0,46300.0
7.0,ubereats,MEX,38 SALTILLO CENTRO,LA PANQUEQUERIA,1.0,1.0,46300.0
7.0,didi,MEX,52 MANACAR,The Breakfast Club,1.0,1.0,46300.0
